author_date_unix_timestamp,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,days_to_first_fix,pre_commit_id,commit_id,fix_commit_id
1361477399,1,1,1,1,0.0,13,10,153.0,24,1.573252,1,7065.0,1.635626,1371,0,0.0,5825e5c70455caad95a060140c96e1da9715efb7,843c3e203613a348ee5a1ed0ffa7e16549c644d3,843c3e203613a348ee5a1ed0ffa7e16549c644d3
1361477520,0,1,3,4,1.456546,20,8,514.5,24,3.935732,92,7067.5,1.114461,1375,0,0.0,843c3e203613a348ee5a1ed0ffa7e16549c644d3,53623a02f640972a4add62ee7237fc8d73561682,53623a02f640972a4add62ee7237fc8d73561682
1361477718,1,1,1,1,0.0,23,10,267.0,24,7.9461,122,7070.0,1.125848,118,0,0.0,53623a02f640972a4add62ee7237fc8d73561682,58817be7b588182fb106ca7ebc7473bf95eb1777,58817be7b588182fb106ca7ebc7473bf95eb1777
1361493240,0,2,3,5,2.274977,172,0,0.0,1,0.0,0,4820.0,0.0,1025,0,0.0,58817be7b588182fb106ca7ebc7473bf95eb1777,9dd881a14d9e112fb51a4d3c5415c56d6f22973d,9dd881a14d9e112fb51a4d3c5415c56d6f22973d
1361526889,0,1,1,1,0.0,1,1,57.0,24,43.276076,8,1109.0,1.023107,341,0,0.0,9dd881a14d9e112fb51a4d3c5415c56d6f22973d,19edbefc321c56903e95d23ae2c26e714dbc44a5,19edbefc321c56903e95d23ae2c26e714dbc44a5
1361529082,0,2,2,2,1.0,4,4,658.5,24,21.591163,45,1110.5,1.023357,342,0,0.0,19edbefc321c56903e95d23ae2c26e714dbc44a5,392dc4935b8518c9f0a735227925a2ae34490bf2,392dc4935b8518c9f0a735227925a2ae34490bf2
1361552340,1,1,1,1,0.0,1,1,101.0,24,43.570648,8,421.0,1.022951,270,0,0.0,392dc4935b8518c9f0a735227925a2ae34490bf2,16a2be7dac6a90824284dd52fa2a919dca36e1cd,16a2be7dac6a90824284dd52fa2a919dca36e1cd
1361697139,0,1,2,4,1.837156,32,11,345.0,24,4.317743,81,7072.5,1.092988,1379,0,0.0,c1f728f4d262fa1adec2635d29060ce626fb8ab0,04673b5a5a93c658ffe98df71051cceba7616edd,04673b5a5a93c658ffe98df71051cceba7616edd
1361736188,0,2,4,4,1.992616,245,0,0.0,1,0.0,0,1045.5,0.0,649,0,0.0,04673b5a5a93c658ffe98df71051cceba7616edd,da030b73d1972a8c1d5b5076585848f37110907e,da030b73d1972a8c1d5b5076585848f37110907e
1361738047,0,1,3,8,2.758251,139,97,71.5,24,40.310525,82,1051.5,1.007477,657,0,0.0,da030b73d1972a8c1d5b5076585848f37110907e,6c12654e3c9c671d3629f95dd3be64410e57d451,6c12654e3c9c671d3629f95dd3be64410e57d451
1361783211,0,2,8,25,2.893739,324,552,411.16,24,13.91449,448,7087.0,1.017826,120,1,279.9904,718b68adbe6f5a0a63a91a7f1ce7744874a81fd0,caa672d2132728748a4ef42a4bdfd7b9e8dadb54,3802dfff4bdd00594cbfc5c297f2e712360397c4
1361814121,0,1,1,1,0.0,4,3,77.0,24,46.600521,13,570.0,1.021459,130,1,299.1075,caa672d2132728748a4ef42a4bdfd7b9e8dadb54,ef8452d3536f39ae722d468b1ce5570e838f55f2,772099afea972a0d3ca92a498f0f6d49e35e833a
1361900275,0,1,2,3,1.421187,117,20,606.666667,24,-74.381512,126,1809.0,0.991572,926,1,5.5989,ef8452d3536f39ae722d468b1ce5570e838f55f2,e2caab189bfb9c25999dfba6551b8c7c38cac38e,f092ad20a96a02b5c22fd0535cece4bbc0a6c15f
1361900275,0,1,2,3,1.421187,117,20,488.666667,24,62.950093,64,1058.0,1.005743,299,1,5.5989,6e4851bb43e486e04b7b67422c8212436c696878,5d2506e73f755b6e1f17dda90e0a8c5f13551333,f092ad20a96a02b5c22fd0535cece4bbc0a6c15f
1361900333,0,1,1,2,0.902393,36,8,626.0,24,27.788102,121,1060.5,1.019501,660,0,0.0,e2caab189bfb9c25999dfba6551b8c7c38cac38e,528b8111cc561d299bde76904557288482587a2c,528b8111cc561d299bde76904557288482587a2c
1361900333,0,1,1,2,0.956889,36,1,669.0,24,-72.598455,153,1811.5,0.989308,752,0,0.0,5d2506e73f755b6e1f17dda90e0a8c5f13551333,ea140699076687afc97017a8d4dbc2524c89df90,ea140699076687afc97017a8d4dbc2524c89df90
1361900669,0,3,13,26,3.917605,631,106,422.192308,24,23.242101,459,7699.5,9.441435,3297,1,1059.8669,528b8111cc561d299bde76904557288482587a2c,44ecdbce8c4c5c7741ac4637d159b22a9b1c8072,6f89ee231d43f004ef8a95ad96e5932f1dd4d655
1361911282,0,2,5,8,2.37766,187,143,343.5,24,3.197053,167,7716.5,2.89618,3298,1,1016.9082,44ecdbce8c4c5c7741ac4637d159b22a9b1c8072,e1ada5bc128ed741df0219120243c92b163f0603,db4e585d7a8309cf4425229adcf4778f6ee78e54
1361911653,0,5,31,39,4.405048,163,185,302.48718,24,36.334541,1928,4842.0,1.00504,12,1,629.9639,e1ada5bc128ed741df0219120243c92b163f0603,8c20e8ec0f48e9aca9d784a96f860b35c87a5f19,d7afd3d6f9c4c9fffe3bde06d42343a610236708
1361921563,0,1,3,4,1.902827,49,2,430.0,24,0.180411,63,7722.5,3.31195,3249,1,29.9842,8c20e8ec0f48e9aca9d784a96f860b35c87a5f19,30ecd13e3186cabcbb8bdcb0d200cc8fa5ec793d,7f59dcef997331a748af354017d54398e4d5b118
1361933032,1,1,1,1,0.0,2,2,577.0,24,8.823843,24,7100.0,1.113329,1403,0,0.0,30ecd13e3186cabcbb8bdcb0d200cc8fa5ec793d,3bff74781d84686e0061fd8ac6490b5f85e326a9,3bff74781d84686e0061fd8ac6490b5f85e326a9
1361959091,0,1,1,1,0.0,103,10,726.0,24,0.680741,37,1813.0,2.468988,927,1,0.4469,3bff74781d84686e0061fd8ac6490b5f85e326a9,8b886c2e0147b04c4f01a975103d9f1e82a10d3e,8b886c2e0147b04c4f01a975103d9f1e82a10d3e
1361959091,0,1,1,1,0.0,103,10,441.0,24,0.676181,16,1062.0,2.478895,300,1,1512.0968,ea140699076687afc97017a8d4dbc2524c89df90,5917360a477c3082dbc38792e055f2dffb86911a,ab3fb7746fd9c883e051759325d1c80d146d2941
